Registro ANS;CNPJ;RazÆo Social;Nome Fantasia;Modalidade;Logradouro;N£mero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endere‡o eletr“nico;Representante;Cargo Representante;Data Registro ANS
306045;7,25476E+13;SANTA CASA DE MISERICàRDIA DE TUPÇ;PLANO SANTA CASA SAUDE DE TUPÇ;Filantropia;RUA MANOEL FERREIRA DAMIÇO;426;;VILA ABARCA;TupÆ;SP;17601901;14;34961022231;34961177;santasaude@unisite.com.br;CLAUDINES LUCHI ARROYO;PROVEDOR;28/12/1998
330116;7,29578E+13;SANTA CASA DE MISERICàRDIA DE VOTUPORANGA;SANSAéDE;Filantropia;RUA MINAS GERAIS;3051;;SANTA ELISA;Votuporanga;SP;15500000;17;34059133;34059133;adm@sansaude.com.br;LUIZ FERNANDO GàES LIVANA;PROVEDOR;22/12/1998
344915;4,4946E+13;SANTA CASA DE MISERICàRDIA E ASILO DOS POBRES DE BATATAIS;SANTA CASA SAéDE;Filantropia;AV DR. MANOEL FURTADO;235;;CENTRO;Batatais;SP;14300000;16;36601444;36601515;planosaude@santacasabatatais.com.br;MARIA APARECIDA MACEDO;PROVEDOR;28/12/1998
420085;2,30539E+13;SANTA CASA DE SAéDE - SCS;SCS;Medicina de Grupo;AVENIDA CEZAR HILAL;391;;BENTO FERREIRA;Vit¢ria;ES;29050657;;;;ans@santacasadesaude.com;MARIA DA PENHA RODRIGUES D'AVILA;PROVEDORA;30/03/2016
355097;4,32936E+13;SANTA HELENA ASSISTÒNCIA MDICA S/A.;SANTA HELENA SAéDE;Medicina de Grupo;RUA BERING;114;;JARDIM DO MAR;SÆo Bernardo do Campo;SP;9750510;11;43481111;43376808;hjesus@amil.com.br;CAROLINA DE MOLLA LORENZATTO;REPRESENTANTE;18/12/1998
358509;3,67516E+13;SANTA LUZIA ASSISTENCIA MEDICA S.A.;SLAM;Medicina de Grupo;SETOR COMERCIAL NORTE, QUADRA 1;BL. F;Salas 1301 a 1304, 1308,1309, 1316 a 132;ASA NORTE;Bras¡lia;DF;70711905;61;36860925;;slam-administracao@slamdf.com.br;TIAGO PECHUTTI MEDEIROS;DIRETOR EXECUTIVO;22/12/1998
348180;9,56422E+13;SANTA RITA SAUDE S/A.;SANTA RITA SAUDE HUMANA;Medicina de Grupo;PRA€A SETE DE SETEMBRO;210;;ZONA 05;Maring ;PR;87015290;44;30282000;;fabio.hirota@athenasaude.com.br;CARLOS AUGUSTO FERREIRA;REPRESENTANTE;22/12/1998
413194;4,00429E+12;SANTA RITA SISTEMA DE SAUDE LTDA;HEALTH SANTARIS;Medicina de Grupo;AV. SUPLICY;79;;SANTA MENA;Guarulhos;SP;7096000;11;22811913;20994617;santaris@santaris.com.br;MARCELO GIMENEZ;DIRETOR PRESIDENTE;22/02/2001
400190;2,28284E+12;SANTO ANDR PLANOS DE ASSISTENCIA MDICA LTDA.;MEDICAL HEALTH;Medicina de Grupo;RUA CORONEL FERNANDO PRESTES;52;;CENTRO;Santo Andr‚;SP;9020110;11;28987000;28987000;diretoria@medicalhealth.com.br;MARCELO JOS ISSA;REPRESENTANTE JUNTO · ANS;08/02/1999
319180;6,36975E+11;SÇO DOMINGOS SAéDE- ASSISTÒNCIA MDICA  LTDA;SÇO DOMINGOS SAéDE;Medicina de Grupo;RUA TREZE DE MAIO;1.437;;CENTRO;Catanduva;SP;15800010;17;35317777;35317777;sds@saodomingossaude.com.br;JOS RENATO PIZARRO;PRESIDENTE;16/12/1998
403962;3,09823E+12;SÇO FRANCISCO ASSISTÒNCIA MDICA LTDA;HGU SAéDE;Medicina de Grupo;AV. DR. FERNANDO GOES;1076;;CENTRO;Petrolina;PE;56304020;8;738668250;738668250;hgusaude@hgusaude.com.br;RICO LUIZ WANDERLEY DE LIMA;SàCIO ADMINISTRADOR;28/04/1999
365319;2,72772E+12;SÇO FRANCISCO ODONTOLOGIA LIMITADA;SÇO FRANCISCO ODONTOLOGIA;Odontologia de Grupo;AVENIDA PORTUGAL;545;2 § ANDAR - SALA 01;JARDIM SÇO LUIZ;RibeirÆo Preto;SP;14020380;16;21384104;21384376;cians@hapvida.com.br;ANDR LUIZ BONFIM DE MELO;REPRESENTANTE LEGAL;17/12/1998
302091;1,61343E+12;SÇO FRANCISCO SISTEMAS DE SAéDE SOCIEDADE EMPRESµRIA LIMITADA;SAO FRANCISCO SAUDE;Medicina de Grupo;AVENIDA PORTUGAL;545;3ø ANDAR, SALA 02;JARDIM AMRICA;RibeirÆo Preto;SP;14020115;16;21384096;21384376;cians@hapvida.com.br;ANDR LUIZ BONFIM DE MELO;REPRESENTANTE;17/12/1998
344362;9,65097E+13;SÇO LUCAS SAéDE S/A;SÇO LUCAS SAéDE;Medicina de Grupo;AV. BRASIL;1530;;SANTO ANTONIO;Americana;SP;13465770;19;34771000;34771004;saolucas@saolucassaude.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE LEGAL;23/12/1998
410047;2,38544E+13;SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES;SAUDE;Medicina de Grupo;AVENIDA AMAZONAS;641;SALA 9D;CENTRO;Belo Horizonte;MG;30180908;31;32476440;32476554;cians@hapvida.com.br;ANDR LUIZ BOMFIM DE MELO;REPRESENTANTE;03/12/1999
421154;2,86334E+13;SAéDE BRASIL ASSISTÒNCIA MDICA LTDA.;SAéDE BRASIL;Medicina de Grupo;AVENIDA DOUTOR JOS MACHADO DE SOUZA;220;ED. NEO OFFICE, SALAS 1417/1418;JARDINS;Aracaju;SE;49025740;85;986993928;;angelaventim@operadorasaudebrasil.com.br;ANGELA VENTIM LEMOS;SàCIA-ADMINISTRADORA;18/03/2018
414310;4,85981E+12;SAéDE BRB - CAIXA DE ASSISTÒNCIA ;SAéDE BRB;AutogestÆo;SETOR DE AUTARQUIAS NORTE ;QUADRA 5;LOTE C,  TORRE B,  3§ ANDAR - CENTRO EMP;ASA NORTE;Bras¡lia;DF;70040250;61;33251666;30359440;diretorsuperintendente@saudebrb.com.br;ELIANE DE FµTIMA MONTEIRO;DIRETORA SUPERINTENDENTE;07/05/2002
418781;1,33735E+13;SAUDE CASSEB ASSISTENCIA MEDICA LTDA;SAUDE CASSEB;Medicina de Grupo;RUA METODIO COELHO;133;3§ ANDAR SALA 06;PARQUE BELA VISTA;Salvador;BA;40279120;71;34440547;33588852;VICTOR@CASSEB.COM.BR;PAULO ROBERTO NOLASCO FARIAS;ADMINISTRADOR;24/01/2013
417319;8,04984E+12;SAéDE FµCIL - BENEFÖCIOS LTDA.;SAéDE FµCIL;Administradora de Benef¡cios;RUA REGO FREITAS ;63;8§ ANDAR - CONJUNTO 82B;REPéBLICA;SÆo Paulo;SP;1220010;11;33512135;33512529;ATENDIMENTO@SAUDEFACIL.COM.BR;DOMINGOS NELSON MARTINS;ADMINISTRADOR;09/06/2010
409243;3,42493E+12;SAUDE PAS - MEDICINA E ODONTO;SAUDE PAS;AutogestÆo;RUA JERâNIMO COELHO;212;2§ ANDAR;CENTRO;Porto Alegre;RS;90010240;51;32288601;32288601;saudepas@saudepas.com.br;LUIZ ONOFRE MACHADO MEIRA;PRESIDENTE;21/10/1999
414930;5,02906E+12;SAéDE SANTA TEREZA LTDA.;;Medicina de Grupo;RUA BERNARDINO DE CAMPOS;844;;CENTRO;Campinas;SP;13010151;19;37334330;37334332;ggprado@terra.com.br;GUILHERME DE MEDEIROS PRADO;DIRETOR;17/08/2004
320111;2,46418E+12;SAéDE SIM LTDA;SAéDE SIM;Medicina de Grupo;AVENIDA DAS ARAUCµRIAS;LOTE 1835;LOTES 1835, 1905,1955 E 2005- SALA 301- ;µGUAS CLARAS ;Bras¡lia;DF;71936250;61;40901718;;comunicacao@saudesim.med.br;RAPHAEL DOS SANTOS COELHO;SàCIO ADMINISTRADOR;27/01/1999
412058;3,97759E+12;SBC SAéDE LTDA.;SBC SAéDE ;Medicina de Grupo;RUA BLUMENAU;354;;VILA LEOPOLDINA;SÆo Paulo;SP;5319020;11;26598730;38378735;sbc@saudesbc.com.br;OSWALDO MASSUO AKIMOTO ;SàCIO-ADMINISTRADOR;29/08/2000
421634;2,89538E+13;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo;ESTRADA INTENDENTE MAGALHÇES;476;;OSWALDO CRUZ;Rio de Janeiro;RJ;21331720;21;35531692;;dr.benjamin@globo.com;LISLEY DOS REIS PAULO;ADMINISTRADORA;11/03/2019
414654;4,22224E+12;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;SEMPRE ODONTO;Odontologia de Grupo;RUA EVARISTO DA VEIGA;55;SALAS 2401 A 2407;CENTRO;Rio de Janeiro;RJ;20031040;21;22726200;22551461;eliseu@sempreodonto.com.br;ELISEU BATISTA DOS SANTOS;SàCIO;10/10/2003
420263;2,61435E+13;SEMPRE SAéDE ADMINISTRADORA DE BENEFÖCIOS;;Administradora de Benef¡cios;RUA DA ASSEMBLEIA;10;SALA 4004, 4005, 4006, 4007, 4008, 4009 ;CENTRO;Rio de Janeiro;RJ;20011901;21;35531692;;LEONARDO@UNIMEDICASAUDE.COM;JOSE ROBERTO DA SILVA;DIRETOR PRESIDENTE;25/10/2016
422142;3,51476E+13;SEMPRE SAUDE FAMILIA ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benef¡cios;RUA DA ASSEMBLEIA;10;SALA 4004 a 4010;CENTRO;Rio de Janeiro;RJ;20011901;21;35531933;;J.ROBERTO.JRS@BOL.COM.BR;JOSE ROBERTO DA SILVA;ADMINISTRADOR;27/02/2020
417416;1,16549E+13;SEMTRA ADMINISTRADORA DE BENEFÖCIOS LTDA;SEMTRA ADMINISTRADORA DE BENEFÖCIOS ;Administradora de Benef¡cios;RUA LUIZ CAMILO DE CAMARGO;890;SALA 2;REMANSO CAMPINEIRO;Hortolƒndia;SP;13184420;19;22203530;;gerencia@semtrabeneficios.com.br;ELISABETE BENEDITA GARCIA BARBOSA ;SàCIA ADMINISTRADORA;16/07/2010
407224;3,21936E+12;SEPACO SAéDE LTDA;SEPACO SAUDE;Medicina de Grupo;RUA VERGUEIRO;4210;1§ ANDAR;VILA MARIANA;SÆo Paulo;SP;4102900;11;21824676;21824677;produtoseregulacao@sepaco.org.br;RAFAEL ANTONIO PARRI;REPRESENTANTE DA SàCIA-ADM;11/08/1999
303739;6,49241E+13;SERMED-SAéDE LTDA.;;Medicina de Grupo;Rua Dr. Olidair Ambr¢sio;1636;;Centro;SertÆozinho;SP;14160170;16;39451212;;legislacao@sermedsaude.com.br;JOÇO PAULO DA CUNHA;DIRETOR FINANCEIRO;16/12/1998
306649;2,56587E+13;SERPRAM - SERVI€O DE PRESTA€ÇO DE ASSISTÒNCIA MDICO-HOSPITALAR S.A.;SERPRAM;Medicina de Grupo;RUA ADOLFO ENGEL;19;BLOCO II;LOTEAMENTO SIQUEIRA;Alfenas;MG;37133613;35;32992525;32992540;serpram@serpram.com.br;AIRTON FERNANDO BUSQUILHA;DIRETOR GERAL;22/12/1998
414701;5,77498E+12;SERVDONTO - PLANO DE ASSISTÒNCIA ODONTOLàGICA LTDA ME.;UNIDONTO;Odontologia de Grupo;RUA CEDRO;178;CASA;SÇO JOS;Aracaju;SE;49020170;79;32117279;32117279;prevdontose@prevdontose.com.br;HELCIO CASTRO PEREIRA;DIRETOR;31/10/2003
324710;2,42248E+12;SERVI€O DE ASSISTÒNCIA ODONTOLàGICA SOCIAL LTDA.;SAOS;Odontologia de Grupo;AVENIDA DOM PEDRO II;597;;CENTRO;Salto;SP;13320240;11;40292699;;financeiro@saos.com.br;JOSE SOARES DE MORAES JUNIOR;SOCIO ADMINISTRADOR;21/12/1998
345474;3,36831E+13;SERVI€O FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);SERPRO;AutogestÆo;SGAN QUADRA 601 - MàDULO 'V' - 1§ ANDAR ;601;;ASA NORTE;Bras¡lia;DF;70836900;61;20218402;20217768;camila.farias@serpro.gov.br;CAMILA BORGES FARIAS;REPRESENTANTE;22/12/1998
420077;6,09614E+13;SERVI€O SOCIAL DA INDéSTRIA DO PAPEL, PAPELÇO E CORTI€A DO ESTADO DE SÇO PAULO - SEPACO;SEPACO;AutogestÆo;RUA VERGUEIRO;4210;;VILA MARIANA;SÆo Paulo;SP;4102900;11;21824444;55739804;produtoseregulacao@sepaco.org.br;RAFAEL ANTONIO PARRI;SUPERINTENDENTE GERAL;22/02/2016
417602;1,04959E+13;SERVIX ADMINISTRADORA DE BENEFÖCIOS SOCIEDADE SIMPLES;SERVIX;Administradora de Benef¡cios;SMAS TRECHO 03, CONJ 03, BL E, SALAS 09,;.;ED THE UNION;ZONA INDUSTRIAL;Bras¡lia;DF;71215300;61;32989000;32989000;CONTATO@SERVMA.COM.BR;IVONETE PIRES DE MORAIS ALECRIM;Representante;04/11/2010
422371;2,7534E+12;SF SISTEMAS DE SAéDE LTDA;;Medicina de Grupo;ALAMEDA RIO NEGRO;877;CJ 206 T B ;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;6454000;11;46156692;;hosp.saofrancisco@uol.com.br;JOS AUGUSTO CAVALCANTI MELO;SàCIO ADMINISTRADOR E RES;03/09/2020
356476;7,98316E+13;SIM - CAIXA DE ASSISTÒNCIA · SAéDE;SIM;AutogestÆo;AVENIDA HERCÖLIO LUZ;599;4§ ANDAR;CENTRO;Florian¢polis;SC;88020001;48;32169200;32233695;sim@simplanodesaude.com.br;ALFEU LUIZ ABREU;DIRETOR EXECUTIVO;21/12/1998
420689;2,50736E+13;SIMPLES ADMINISTRADORA DE BENEFÖCIOS LTDA ME;;Administradora de Benef¡cios;RUA URUGUAIANA;39;SALAS 906, 907, 908;CENTRO;Rio de Janeiro;RJ;20050093;21;35298080;;simplesbeneficios@gmail.com;LUCIANA SANTOS DA SILVA;REPRESENTANTE;20/12/2016
422738;3,92411E+13;SIMPLES VR SAéDE LTDA;SIMPLES VR SAéDE LTDA;Medicina de Grupo;Rua 33;80;Sala 801;Vila Santa Cec¡lia;Volta Redonda;RJ;27260010;24;21027007;;exata.ctb@gmail.com;ELAINE DE FATIMA NOGUEIRA;AdministradorA;19/05/2021
361011;3,6577E+12;SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL;SINDIFISCO NACIONAL;AutogestÆo;SDS CONJUNTO BARACAT, 1§ ANDAR SALAS 1 A;11;;ASA SUL;Bras¡lia;DF;70392900;61;21035214;;saude@unafiscosaude.org.br;MARIA ANTONIETA FIGUEIREDO RODRIGUES;DIRETORA DO PLANO DE SAéDE;28/12/1998
344095;1,94279E+12;SISDENTE - SISTEMA INTEGRADO DE SAéDE DENTAL LTDA.;SISDENTE;Odontologia de Grupo;RUA DR OLAVO GOMES PINTO;160;SALAS 42 E 44;CENTRO;SÆo Louren‡o;MG;37470000;35;33312121;33312121;sisdentesaolourenco@yahoo.com.br;JOS MAURO CHAVES;DIRETOR ADMINISTRATIVO;22/12/1998
403865;2,6352E+12;SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP;PLANIDENTE;Odontologia de Grupo;RUA CONSELHEIRO DANTAS;57/58;ED. PARAGUASSU-SALA 705;COMERCIO;Salvador;BA;40015070;71;33260070;32414212;gerencia@planidente.com.br;JOS MATHEUS DA CONCEI€ÇO;SàCIO ADMINISTRADOR;28/04/1999
421511;3,0877E+13;SISTEMA INTEGRADO DE TRATAMENTO ODONTOLàGICO CURITIBA EIRELI;SIT ODONTO;Odontologia de Grupo;Rua Deputado Estefano Mikilita;125;3§ andar / Sala 302;PortÆo;Curitiba;PR;81070430;41;35383171;;geoscimaichel100@gmail.com;GEOVANE APARECIDO LEAL LOPES SCIMAICHEL;Diretor;15/07/2019
333239;1,67201E+12;SISTEMA PREVSAUDE LTDA;PREVTOP;Odontologia de Grupo;AVENIDA DUQUE DE CAXIAS;1422;;CENTRO;Fortaleza;CE;60035111;85;35352200;35352201;prevsaude@prevdent.com.br;MARCOS ANTONIO COELHO DE ALBUQUERQUE;SàCIO ADMINSTRADOR;28/12/1998
402001;5,34546E+13;SISTEMA TOTAL DE SAéDE LTDA.;STSAUDE - SISTEMA TOTAL DE SAUDE;Medicina de Grupo;RUA AURLIA;652;;VIILA ROMANA;SÆo Paulo;SP;5046000;11;38622980;38710257;cemesp@uol.com.br;SALIM NADER NETO;SOCIO ADMINISTRDOR;12/03/1999
418790;1,14854E+13;SISTEMA 1 SERVI€OS DE ASSISTÒNCIA · SAéDE SUPLEMENTAR;ONEPLAN PLANOS ODONTOLàGICOS;Odontologia de Grupo;RUA PRUDENTE DE MORAES;220;;VILA ESTRELA;Ponta Grossa;PR;84040150;42;32247373;;rafael@oneplan.com.br;RAFAEL RAZOUK;REPRESENTANTE LEGAL;04/03/2013
352586;2,85202E+12;SISTEMAS E PLANOS DE SAéDE LTDA.;SISTEMAS;Medicina de Grupo;AV VIEIRA DE CARVALHO;172;9ø ANDAR;REPéBLICA;SÆo Paulo;SP;1210902;11;32241200;32241200;juridico@sistemasplanosdesaude.com.br;ROGRIO GUEDES COSTA;SàCIO ADMINISTRADOR;17/12/1998
402095;6,44977E+11;SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLàGICO LTDA;DENT SYSTEM;Odontologia de Grupo;RUA 14 DE JULHO;585;;VILA CONRADO;SÆo JoÆo da Boa Vista;SP;13870972;19;36331826;36331826;dentsystem@uol.com.br;FRANCISCO DE ASSIS ALMEIDA PEREIRA;SàCIO ADMINISTRADOR;15/03/1999
416266;7,05473E+12;SITTO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLàGICO;SITTO;Odontologia de Grupo;R DEODORO VEIGA, ESQ TRAV PADRE ANGELO;04;;SETOR CENTRAL;Pires do Rio;GO;75000000;21;25079178;25079178;sittoplanoodonto@gmail.com;JOS PEREIRA DA SILVA;SàCIO ADMINISTRADOR;19/07/2007
420298;2,40006E+13;SMART DENTAL ODONTOLOGIA EIRELI - ME;SMART DENTAL;Odontologia de Grupo;RUA 13;734;QUADRA H-12, LOTE 05;SETOR MARISTA;Goiƒnia;GO;74150140;62;34325170;;RAFAELCRISTOF@GMAIL.COM;RAFAEL CRISTO FERREIRA;DIRETOR PRESIDENTE;28/11/2016
311405;3,17541E+13;SMS - ASSISTÒNCIA MDICA LTDA;SM SAUDE;Medicina de Grupo;AV. JERONIMO MONTEIRO;100;;CENTRO;Vila Velha;ES;29100401;27;33203816;33203806;smsans@sms.org.br;AILSON GON€ALVES ARAUJO;REPRESENTANTE;17/12/1998
349194;6,44863E+13;SMV SERVI€OS MDICOS LTDA;SAéDE VIDA;Medicina de Grupo;AV 21 DE ABRIL;832;;CENTRO;Divin¢polis;MG;35500010;37;21025800;21025812;contatos@saudevida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE;22/12/1998
326500;5,07391E+13;SOBAM CENTRO MDICO HOSPITALAR S.A.;SOBAM CENTRO MDICO HOSPITALAR S.A.;Medicina de Grupo;RUA VINTE E TRES DE MAIO;790;1§ ANDAR;VIANELO;Jundia¡;SP;13207070;11;45831212;45831235;elaineclini@gruposobam.com.br;CAROLINA DE MOLLA LORENZATTO;REPRESENTANTE;21/12/1998
315630;2,11378E+11;SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL;SISSAUDE ODONTO;Medicina de Grupo;PRA€A XV DE NOVEMBRO;21;SALA 402;CENTRO HISTàRICO;Porto Alegre;RS;90020080;51;32398099;;diretoria@socialsaude.org.br;JAQUELINE LARA SCHMIDT;Representante Junto … ANS;29/12/1998
415898;8,05682E+12;SOCIEDADE BENECAP DE ASSISTÒNCIA · SAéDE;BENECAP SAUDE;Medicina de Grupo;SCRS  QD 508 BLOCO B LOJA 25;25;;ASA SUL;Bras¡lia;DF;70351550;61;33483400;33483422;benecap@benecap.com.br;WALTER PAES LANDIM RIBEIRO;PRESIDENTE;26/12/2006
413721;1,66088E+13;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;Medicina de Grupo;AVENIDA DEZOITO DE JULHO;227;;SÇO JOS;Al‚m Para¡ba;MG;36660000;3;234622764;234622764;cbnassessoria@hotmail.com;KIRKLE TAVARES BASTOS;REPRESENTANTE LEGAL;21/05/2001
411809;3,62739E+12;SOCIEDADE DE ASSISTÒNCIA MDICA - SAMEISA;SAMEISA;AutogestÆo;AV. FRANCISCO MARTINS BASTOS ;80;;SANTA TEREZA ;Rio Grande;RS;96202710;53;32313955;;ivoklein@sameisa.com.br;IVO JOSE KLEIN;COORDENADOR ADMINISTRATIVO;27/07/2000
422762;5,59905E+13;SOCIEDADE PORTUGUESA DE BENEFICENCIA;;Filantropia;RUA TIBIRI€A;1172;;CENTRO;RibeirÆo Preto;SP;14010090;16;39775501;;ans@beneribeiraopreto.com;RICARDO MARQUES;DIRETOR PRESIDENTE;24/05/2021
413372;9,22191E+13;SOCIEDADE PORTUGUESA DE BENEFICÒNCIA;SAUDE MAIOR;Filantropia;RUA ANDRADE NEVES;915;;CENTRO;Pelotas;RS;96020080;53;30252555;32782711;adm@saudemaior.com.br;FRANCISCO JOSE LEAL SERRA;PRESIDENTE;21/03/2001
416410;9,74038E+13;SOCIODONTO PLANO DE ASSISTÒNCIA ODONTOLàGICA LTDA;ODONTOPLAN BH;Odontologia de Grupo;RUA GOITACAZES;375;SALA 1104;CENTRO;Belo Horizonte;MG;30190050;31;32263996;32263221;contato@socioodonto.com.br;ANDERSON GON€ALVES;S¢CIO GERENTE;30/10/2007
415871;7,38628E+13;SOLIMEO ASSISTÒNCIA ODONTOLàGICA LTDA.;SOLIDENTE;Odontologia de Grupo;RUA DR ANGELO VITA;304;;TATUAPE;SÆo Paulo;SP;3069000;11;22944252;20918794;administracao@solidente.com.br;CARLOS EDUARDO SOLIMEO;SOCIO;19/12/2006
422291;2,53084E+13;SOLUTIONS ADMINISTRADORA DE BENEFICIOS LTDA;SOLUTIONS ADMINISTRADORA;Administradora de Benef¡cios;AVENIDA JOÇO CABRAL DE MELLO NETO;850;BLOCO 3, SALA 1023;BARRA DA TIJJUCA;Rio de Janeiro;RJ;22775057;21;25337884;;leonardo@unimedicasaude.com;EDUARDO CLEMENTE DIAS;ADMINISTRADOR;27/07/2020
422096;3,39193E+13;SOMOS MAIS SAUDE SA;;Medicina de Grupo;Rodovia do Sol;660;Lote 13 Quadra 14;Praia de Itaparica;Vila Velha;ES;29102020;27;30755627;;smsaude.adm@gmail.com;HERON CAVALCANTI MADUREIRA;Presidente;28/01/2020
477;4,71845E+13;SOMPO SAéDE SEGUROS S.A.;;Seguradora Especializada em Sa£de;RUA CUBATÇO;320;9ø ANDAR;VILA MARIANA;SÆo Paulo;SP;4013001;11;31561770;31561914;andrek@sompo.com.br;FERNANDO LEIBEL;DIRETOR EXECUTIVO;03/09/2001
403245;8,94553E+13;SOPREVI SERVI€O ODONTOLàGICO PREVENTIVO INTEGRADO LTDA;SOPREVI SAéDE BUCAL;Odontologia de Grupo;RUA QUINTINO BOCAIéVA;694;CJ 708;MOINHOS DE VENTO;Porto Alegre;RS;90440050;5;133316151;133316151;soprevi@soprevi.com.br;DANUSA QUEIROZ DE CARVALHO;SàCIA-GERENTE;12/03/1999
419524;1,93041E+13;SORRIDEN CONVÒNIOS ODONTOLàGICOS S.A.;SORRIDEN;Odontologia de Grupo;AVENIDA MONTEMAGNO;239;SALA 2;VILA FORMOSA;SÆo Paulo;SP;3371000;11;31815021;;contato@sorriden.com.br;CLEBER SOARES DE SOUZA;REPRESENTANTE;22/09/2014
421472;2,88621E+13;SORRISO STUDIO PLANO DE SAUDE EIRELI;SORRISO STUDIO;Odontologia de Grupo;RUA FORTUNATO;286;;VILA BUARQUE;SÆo Paulo;SP;1224030;11;985457335;;sorrisostudioplanos@gmail.com;MARCIA REGINA GROMOSKI VILELA;s¢cio administrador;09/10/2018
324493;6,92594E+13;S.P.A SAUDE- SISTEMA DE PROMO€ÇO ASSISTENCIAL;SISTEMA PAULISTA DE ASSISTÒNCIA SAéDE;AutogestÆo;RUA MAESTRO CARDIM;1191;8§ ANDAR;PARAÖSO;SÆo Paulo;SP;1323001;11;31463131;;spa.ans@spasaude.org.br;RICARDO DE OLIVEIRA GARCIA;SUPERINTENDENTE OPERACIONAL;17/12/1998
420824;2,67329E+13;SUA SAéDE ADMINISTRADORA DE BENEFÖCIOS LTDA-ME;;Administradora de Benef¡cios;RUA DO PASSEIO;38;SALA 1502, SET 2;CENTRO;Rio de Janeiro;RJ;20021290;21;35531692;;thiago@unimedicasaude.com;MµRCIO ALEXANDRINO DOS SANTOS;REPRESENTANTE;10/02/2017
6246;1,68505E+12;SUL AMERICA COMPANHIA DE SEGURO SAéDE;;Seguradora Especializada em Sa£de;RUA BEATRIZ LARRAGOITI LUCAS ;121;ALA SUL - 2§ ANDAR;CIDADE NOVA ;Rio de Janeiro;RJ;20211903;11;37797400;;atendeans@sulamerica.com.br;RAQUEL REIS CORREA GIGLIO;DIRETORA VICE-PRESIDENTE;16/12/1998
417815;1,19731E+13;SUL AMRICA ODONTOLàGICO S/A;;Odontologia de Grupo;RUA DOS PINHEIROS;1673;7§ ANDAR - ALA SUL E 11§ ANDAR;PINHEIROS;SÆo Paulo;SP;5422012;11;37797400;;atendeans@sulamerica.com.br;RAQUEL REIS CORREA GIGLIO ;DIRETORA VICE-PRESIDENTE;24/01/2011
416428;2,8666E+12;SUL AMRICA SERVI€OS DE SAéDE S.A.;;Medicina de Grupo;RUA DOS PINHEIROS;1.673;8§ ANDAR;PINHEIROS;SÆo Paulo;SP;5422012;11;37797400;37795848;atendeans@sulamerica.com.br;RAQUEL REIS CORREA GIGLIO;DIRETORA VICE-PRESIDENTE;31/10/2007
338346;9,07479E+13;SULMED - ASSISTÒNCIA MDICA LTDA;SULMED;Medicina de Grupo;AV INDEPENDENCIA;386;;INDEPENDÒNCIA;Porto Alegre;RS;90035070;51;32201000;32249338;sulmed@sulmed.com.br;FµBIO MACHADO BERNARDES;REPRESENTANTE;16/12/1998
421405;3,04894E+13;SUPERMED ADMINISTRADORA DE BENEFÖCIOS LTDA.;;Administradora de Benef¡cios;RUA OSCAR FREIRE;587;SALA 03 - 103;CERQUEIRA CESAR;SÆo Paulo;SP;1426001;;;;vcamarafilho@gmail.com;PATRICK AFONSO BULUS;ADMINISTRADOR;19/07/2018
420981;2,71131E+13;S1 OPERADORA DE PLANO DE SAéDE LTDA;S1 SAéDE;Medicina de Grupo;SCS QUADRA 03 BLOCO A;107;1§ AND SL. 101 ED. ANTONIA A. P. DE SOUS;ASA SUL;Bras¡lia;DF;70303907;61;32215300;;Raquel@s1saude.com.br;RAQUEL SILVA ESPIRITO SANTO DE SOUSA;DIRETORA;27/11/2017
422100;3,49092E+13;TALENT ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benef¡cios;RUA GUAIAO;66;CONJ 808 B;APARECIDA;Santos;SP;11035260;13;981816003;;AMANDAFADRIANO@GMAIL.COM;AMANDA FERNANDES ADRIANO GOMES;S¢cia-administradora;28/01/2020
421740;3,09517E+13;TEC SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benef¡cios;AV PAULISTA;453;2§ ANDAR, CONJUNTOS 21,22 E 24;BELA VISTA;SÆo Paulo;SP;1311000;11;985893980;;contato@tecsaudeadm.com.br;MARCELA SALDANHA SOARES LOPES;RESPONSµVEL TCNICA;22/05/2019
